billing_month,season,avg_temperature_c,household_size,working_days,ownership_status,water_liter,electricity_kwh,gas_m3,energy_efficiency_rating,water_rate,electricity_rate,gas_rate
12,Winter,14.7,4,21.0,Owned,13504.4,654.76,141.04,B,0.0014,0.19,0.1
7,Summer,26.7,2,22.0,Rented,5789.2,182.43,43.27,B,0.0011,0.18,0.05
8,Summer,28.6,3,27.0,Rented,10564.8,528.9,71.16,C,0.0013,0.2,0.07
8,Summer,23.1,3,23.0,Rented,8884.4,501.98,65.34,A,0.0011,0.12,0.07
12,Winter,10.3,5,28.0,Owned,11926.0,577.6,224.07,B,0.0011,0.14,0.07
1,Winter,6.6,1,20.0,Owned,3482.4,167.36,38.97,A,0.0016,0.14,0.08
2,Winter,15.2,5,27.0,Rented,16688.8,1082.87,163.71,D,0.0018,0.2,0.1
12,Winter,6.5,5,25.0,Owned,14013.6,736.77,212.05,D,0.0018,0.16,0.07
12,Winter,10.7,5,19.0,Rented,15007.5,533.62,171.35,A,0.001,0.17,0.06
6,Summer,30.9,2,22.0,Rented,4758.8,412.34,38.17,B,0.0013,0.12,0.08
12,Winter,11.5,1,25.0,Rented,2818.6,134.36,43.58,A,0.0019,0.19,0.08
2,Winter,9.1,5,27.0,Owned,17838.8,1120.81,205.57,E,0.0019,0.19,0.05
2,Winter,11.0,5,21.0,Rented,15709.7,634.74,222.14,B,0.001,0.14,0.1
7,Summer,27.5,5,23.0,Rented,13471.0,936.99,97.56,A,0.0012,0.16,0.08
2,Winter,9.9,1,23.0,Rented,2531.4,139.26,40.02,C,0.0019,0.13,0.07
12,Winter,11.5,4,25.0,Owned,9631.7,856.2,179.44,C,0.0016,0.14,0.09
2,Winter,8.7,1,26.0,Rented,3418.2,142.64,41.13,B,0.0017,0.14,0.09
1,Winter,9.1,1,26.0,Rented,3040.4,131.06,35.11,D,0.0017,0.17,0.07
7,Summer,28.9,2,26.0,Rented,5270.0,408.98,33.28,B,0.0012,0.14,0.08
6,Summer,29.5,6,19.0,Rented,18077.7,1289.22,130.16,E,0.0011,0.16,0.05
12,Winter,9.7,4,27.0,Rented,12618.4,1150.87,50.79,D,0.0017,0.13,0.09
6,Summer,24.8,5,23.0,Rented,15285.4,577.99,106.13,A,0.0015,0.14,0.06
1,Winter,6.3,6,21.0,Owned,21031.1,567.49,213.96,D,0.001,0.17,0.09
6,Summer,29.8,6,17.0,Owned,16281.8,1046.38,132.14,D,0.0015,0.14,0.07
12,Winter,11.2,6,24.0,Rented,18195.4,1083.24,209.56,D,0.0017,0.18,0.09
6,Summer,29.4,3,28.0,Rented,10292.6,757.51,61.23,D,0.0017,0.15,0.07
8,Summer,29.9,1,20.0,Owned,3355.4,196.96,20.96,D,0.0012,0.2,0.07
1,Winter,11.4,4,24.0,Rented,10169.1,263.05,182.87,B,0.0013,0.14,0.07
1,Winter,6.5,2,21.0,Rented,6671.8,301.1,80.12,B,0.0019,0.2,0.06
6,Summer,27.3,6,28.0,Owned,23463.2,1283.62,120.37,D,0.0012,0.13,0.05
2,Winter,11.8,5,25.0,Rented,14628.7,769.83,218.23,A,0.0011,0.15,0.07
1,Winter,9.3,5,28.0,Rented,15042.2,676.0,176.08,D,0.001,0.14,0.06
1,Winter,8.6,1,24.0,Rented,2516.0,117.91,37.51,B,0.0013,0.13,0.09
1,Winter,8.8,4,24.0,Rented,13984.3,741.45,161.88,C,0.0017,0.16,0.07
12,Winter,9.6,6,24.0,Rented,20873.0,884.32,211.96,A,0.0018,0.17,0.1
2,Winter,7.4,5,28.0,Rented,16824.2,1190.29,187.22,C,0.0019,0.14,0.08
12,Winter,10.8,3,21.0,Rented,10594.3,193.87,134.18,B,0.0011,0.2,0.07
8,Summer,29.7,6,22.0,Rented,17838.1,1040.0,125.77,C,0.0019,0.17,0.07
12,Winter,10.6,4,26.0,Rented,12520.4,745.09,148.27,C,0.0016,0.2,0.08
12,Winter,10.0,3,23.0,Rented,10264.9,652.52,109.37,D,0.0013,0.13,0.08
8,Summer,27.6,2,21.0,Rented,6306.8,499.79,41.15,A,0.0012,0.19,0.05
7,Summer,27.9,2,26.0,Owned,5717.6,255.8,45.7,B,0.0015,0.16,0.08
12,Winter,3.5,2,27.0,Rented,5153.3,211.15,77.2,B,0.0016,0.13,0.06
1,Winter,9.0,5,26.0,Rented,16226.2,503.81,187.81,B,0.0016,0.19,0.06
2,Winter,8.7,6,27.0,Rented,18556.9,1023.85,268.73,D,0.0014,0.15,0.07
2,Winter,9.0,4,20.0,Rented,12122.4,464.03,158.75,C,0.0014,0.13,0.08
8,Summer,27.9,5,26.0,Rented,13619.5,764.24,99.56,D,0.0019,0.13,0.09
2,Winter,9.7,6,21.0,Owned,18897.0,1061.41,243.19,D,0.0012,0.2,0.05
2,Winter,8.2,3,25.0,Owned,9198.6,370.14,116.14,B,0.0016,0.18,0.09
6,Summer,24.0,5,26.0,Owned,14875.1,920.49,103.5,B,0.0016,0.14,0.08
2,Winter,11.8,1,24.0,Rented,3232.5,138.97,39.65,B,0.0013,0.19,0.09
2,Winter,10.9,4,26.0,Rented,14082.0,599.74,170.31,A,0.0015,0.16,0.06
2,Winter,9.2,1,25.0,Rented,2604.1,171.27,43.77,C,0.0016,0.2,0.08
2,Winter,11.3,3,23.0,Rented,8602.1,319.6,128.44,B,0.0015,0.19,0.08
8,Summer,29.0,2,23.0,Owned,6946.3,373.64,39.03,B,0.0013,0.18,0.08
2,Winter,13.7,2,28.0,Rented,7013.9,343.64,80.16,B,0.0011,0.13,0.07
7,Summer,28.0,5,24.0,Owned,17073.5,686.63,101.12,B,0.0016,0.18,0.1
1,Winter,9.4,6,24.0,Owned,19856.4,890.96,248.05,A,0.0018,0.14,0.08
7,Summer,28.8,3,22.0,Owned,9212.2,581.78,65.52,A,0.002,0.17,0.06
12,Winter,9.6,6,27.0,Owned,16406.4,721.68,228.55,A,0.0017,0.19,0.09
12,Winter,12.3,6,25.0,Owned,18525.4,537.27,228.47,B,0.0013,0.14,0.08
6,Summer,27.8,2,20.0,Owned,6884.2,341.97,42.33,C,0.0017,0.15,0.08
12,Winter,8.5,2,23.0,Owned,6816.3,167.53,80.95,C,0.0016,0.18,0.09
6,Summer,29.2,4,24.0,Rented,12368.8,696.94,91.86,B,0.0018,0.14,0.08
7,Summer,28.0,3,28.0,Rented,8296.4,562.67,65.07,C,0.0015,0.14,0.1
1,Winter,10.1,2,21.0,Rented,5884.8,274.65,84.59,E,0.0015,0.13,0.1
1,Winter,10.4,2,26.0,Rented,6988.2,300.3,93.92,C,0.0016,0.17,0.08
12,Winter,10.6,5,26.0,Rented,11720.2,815.34,187.54,D,0.0012,0.17,0.07
2,Winter,12.0,2,26.0,Owned,6614.8,430.09,79.23,B,0.0013,0.15,0.09
8,Summer,25.4,2,28.0,Owned,6151.5,370.82,42.3,A,0.0013,0.13,0.09
12,Winter,8.7,2,22.0,Rented,6185.9,342.88,81.53,B,0.0017,0.19,0.06
1,Winter,8.6,5,28.0,Rented,17033.1,776.28,191.15,B,0.0018,0.17,0.09
1,Winter,11.9,6,27.0,Rented,19943.8,965.23,243.56,C,0.0015,0.19,0.09
2,Winter,9.6,3,27.0,Rented,8433.2,537.07,125.7,C,0.0011,0.19,0.06
2,Winter,14.0,1,26.0,Owned,2951.4,211.33,44.61,C,0.0016,0.13,0.07
12,Winter,13.6,4,24.0,Owned,14523.2,660.99,159.93,C,0.0017,0.18,0.1
12,Winter,9.6,2,23.0,Rented,6337.2,259.38,85.89,B,0.0018,0.19,0.06
8,Summer,28.9,1,23.0,Rented,3250.3,171.42,18.78,C,0.0016,0.16,0.09
12,Winter,8.2,4,27.0,Rented,14241.9,408.7,166.97,A,0.0013,0.15,0.07
6,Summer,25.5,3,25.0,Rented,8472.7,513.15,72.47,A,0.0015,0.19,0.05
2,Winter,12.9,6,23.0,Rented,15581.2,805.18,210.65,E,0.0015,0.14,0.1
12,Winter,8.3,4,28.0,Rented,13524.4,402.36,162.06,C,0.0013,0.18,0.05
12,Winter,7.4,6,19.0,Rented,17324.7,981.37,281.67,B,0.0018,0.15,0.1
7,Summer,26.3,2,21.0,Rented,6821.2,280.06,44.14,B,0.0011,0.17,0.07
1,Winter,10.3,1,24.0,Rented,3175.6,245.13,46.62,C,0.0014,0.13,0.08
12,Winter,8.5,2,28.0,Rented,5037.1,437.2,81.54,B,0.0012,0.13,0.07
2,Winter,13.8,3,26.0,Owned,10038.0,426.33,129.5,B,0.0013,0.13,0.05
7,Summer,30.3,1,24.0,Rented,3103.2,239.26,18.38,E,0.0011,0.16,0.06
12,Winter,6.2,2,22.0,Rented,6135.6,246.41,70.47,B,0.0013,0.17,0.07
8,Summer,30.1,2,23.0,Rented,5423.0,260.84,43.84,C,0.0012,0.17,0.06
8,Summer,28.8,3,26.0,Rented,8750.7,732.71,57.22,D,0.0019,0.18,0.07
2,Winter,10.6,2,18.0,Rented,6480.9,357.03,87.52,B,0.0018,0.12,0.09
7,Summer,26.6,4,26.0,Rented,11189.6,840.06,85.17,C,0.0019,0.18,0.08
1,Winter,8.7,6,20.0,Owned,18913.0,750.25,236.12,B,0.0016,0.2,0.08
2,Winter,12.7,6,26.0,Owned,18019.5,1414.71,252.49,E,0.0018,0.13,0.08
1,Winter,12.6,2,25.0,Rented,6052.9,409.89,77.52,B,0.0016,0.2,0.06
12,Winter,13.3,1,23.0,Rented,3505.3,165.22,42.74,B,0.0015,0.14,0.09
12,Winter,6.9,2,26.0,Rented,6508.8,278.68,78.01,A,0.0014,0.13,0.08
6,Summer,26.5,3,19.0,Rented,10415.3,566.45,60.22,B,0.0015,0.15,0.08
1,Winter,10.3,2,26.0,Rented,5612.7,462.53,81.88,B,0.0012,0.13,0.07
7,Summer,30.2,2,23.0,Owned,7250.2,152.38,46.29,A,0.0011,0.18,0.06
12,Winter,11.7,5,28.0,Rented,17499.3,865.95,180.86,A,0.0013,0.18,0.08
8,Summer,27.9,5,27.0,Rented,14227.4,642.22,103.76,D,0.0014,0.2,0.07
7,Summer,29.5,5,28.0,Owned,20034.4,917.45,99.27,C,0.0016,0.16,0.1
7,Summer,28.8,6,24.0,Rented,17377.9,1084.78,145.65,C,0.002,0.15,0.07
6,Summer,27.3,2,25.0,Rented,6447.7,388.17,32.68,C,0.001,0.12,0.05
1,Winter,9.7,3,21.0,Owned,11536.2,378.18,145.72,C,0.0013,0.14,0.06
7,Summer,27.6,4,21.0,Rented,12918.8,717.84,87.92,A,0.0014,0.14,0.06
2,Winter,13.4,1,25.0,Rented,2909.4,212.97,42.37,D,0.0012,0.17,0.09
2,Winter,13.4,3,25.0,Owned,10314.2,530.59,127.47,B,0.002,0.16,0.07
8,Summer,30.8,4,21.0,Rented,13664.6,219.06,76.96,C,0.0018,0.19,0.09
2,Winter,11.3,3,28.0,Rented,9817.1,631.66,121.44,B,0.0019,0.16,0.07
12,Winter,10.3,3,26.0,Owned,11302.6,518.56,116.57,C,0.0014,0.14,0.08
8,Summer,25.3,2,26.0,Rented,5281.5,327.88,35.86,A,0.0011,0.13,0.1
1,Winter,12.4,3,21.0,Rented,8102.2,467.74,117.54,D,0.0013,0.17,0.06
1,Winter,10.0,6,25.0,Rented,19469.3,1016.27,218.84,B,0.0012,0.14,0.08
2,Winter,11.9,4,27.0,Rented,10968.1,533.29,134.14,B,0.0013,0.16,0.07
7,Summer,29.2,4,21.0,Owned,11936.3,615.41,80.14,B,0.001,0.16,0.08
1,Winter,8.9,6,22.0,Owned,19273.5,845.34,291.45,E,0.0013,0.17,0.07
1,Winter,10.3,4,20.0,Rented,11838.0,545.76,158.44,D,0.0011,0.14,0.06
2,Winter,13.8,5,21.0,Rented,12228.1,882.2,218.02,A,0.0016,0.13,0.06
1,Winter,3.6,6,26.0,Rented,16682.5,864.23,272.65,D,0.0015,0.13,0.08
8,Summer,27.2,4,25.0,Rented,15744.0,528.44,76.75,B,0.0013,0.13,0.1
1,Winter,6.0,3,27.0,Owned,10165.4,367.3,101.09,B,0.0016,0.15,0.06
1,Winter,6.2,2,25.0,Rented,5725.9,286.65,82.81,B,0.0019,0.12,0.06
7,Summer,31.3,5,25.0,Rented,16965.5,952.87,119.78,D,0.0015,0.14,0.08
12,Winter,13.0,2,21.0,Rented,6026.7,244.78,81.45,B,0.0019,0.16,0.07
12,Winter,8.1,1,23.0,Rented,3148.9,93.06,43.16,A,0.0018,0.18,0.07
7,Summer,32.3,3,26.0,Rented,7793.5,805.66,48.27,E,0.001,0.16,0.08
1,Winter,8.6,4,24.0,Owned,13620.1,741.1,63.02,B,0.0016,0.17,0.08
12,Winter,11.5,1,23.0,Rented,3447.3,125.15,41.35,B,0.0011,0.19,0.09
8,Summer,27.8,5,23.0,Owned,13512.5,1129.39,116.63,D,0.0012,0.14,0.06
12,Winter,12.3,4,21.0,Owned,12886.3,466.18,148.08,A,0.001,0.19,0.08
6,Summer,26.8,2,25.0,Owned,6405.7,257.88,41.06,C,0.0012,0.13,0.1
1,Winter,10.1,6,22.0,Rented,20850.2,463.08,243.34,B,0.0019,0.16,0.08
6,Summer,26.9,1,24.0,Owned,3586.9,282.67,20.68,E,0.0012,0.16,0.09
1,Winter,6.0,1,28.0,Owned,2745.8,147.95,43.61,B,0.0016,0.17,0.1
1,Winter,6.5,6,21.0,Rented,17288.1,1272.71,259.05,D,0.0011,0.15,0.09
8,Summer,29.7,1,27.0,Owned,3535.8,142.51,20.38,A,0.0014,0.15,0.1
2,Winter,11.8,2,25.0,Owned,5885.5,442.97,34.78,B,0.002,0.17,0.1
1,Winter,7.0,4,26.0,Rented,13475.6,575.8,161.59,A,0.0013,0.15,0.09
1,Winter,7.8,3,28.0,Rented,8608.0,527.99,127.63,D,0.0011,0.19,0.07
7,Summer,33.5,2,23.0,Owned,7219.6,389.23,35.53,B,0.0013,0.13,0.07
6,Summer,26.6,2,22.0,Rented,5762.4,536.25,36.79,D,0.0019,0.15,0.1
8,Summer,24.6,2,27.0,Rented,7143.0,339.12,39.03,A,0.0016,0.16,0.09
8,Summer,27.3,2,21.0,Owned,7726.8,354.05,45.41,A,0.0016,0.15,0.07
1,Winter,7.6,4,23.0,Owned,13409.1,873.95,175.59,D,0.0016,0.19,0.09
12,Winter,12.6,1,26.0,Rented,3015.0,135.06,38.15,A,0.0014,0.12,0.07
12,Winter,7.4,3,27.0,Rented,10345.0,839.83,130.41,C,0.0011,0.19,0.07
12,Winter,10.8,5,19.0,Rented,16794.8,793.96,216.09,B,0.0019,0.18,0.09
6,Summer,29.1,4,26.0,Owned,16447.6,799.34,89.78,D,0.002,0.15,0.08
2,Winter,8.4,6,25.0,Rented,17601.4,827.03,233.85,B,0.0015,0.17,0.07
8,Summer,26.7,4,24.0,Owned,13268.1,818.86,86.53,E,0.0014,0.18,0.06
1,Winter,12.2,2,27.0,Rented,6220.8,406.98,66.7,D,0.0016,0.18,0.09
7,Summer,35.0,1,26.0,Rented,3171.2,127.47,19.8,C,0.001,0.16,0.06
6,Summer,27.4,1,26.0,Rented,3220.9,213.82,22.66,D,0.002,0.15,0.07
6,Summer,28.1,1,25.0,Rented,3270.1,181.35,22.21,B,0.0015,0.13,0.07
1,Winter,10.0,5,23.0,Rented,13634.4,812.56,160.66,D,0.0011,0.16,0.08
1,Winter,11.9,2,16.0,Rented,6361.3,592.8,82.97,E,0.0018,0.19,0.08
7,Summer,28.6,1,24.0,Owned,3144.9,106.39,21.53,A,0.0014,0.19,0.1
6,Summer,27.0,1,26.0,Owned,2925.9,71.8,21.18,B,0.0017,0.14,0.1
12,Winter,9.9,5,25.0,Owned,18134.5,852.59,188.4,B,0.0015,0.17,0.08
2,Winter,9.2,6,24.0,Rented,20547.9,1103.87,246.29,A,0.0018,0.14,0.06
12,Winter,8.0,6,19.0,Rented,18540.6,708.29,191.72,B,0.0011,0.17,0.06
12,Winter,11.4,6,23.0,Rented,18588.1,736.87,256.44,B,0.0014,0.12,0.07
6,Summer,27.8,5,23.0,Rented,15759.4,884.57,98.58,A,0.0014,0.19,0.07
8,Summer,26.7,3,24.0,Rented,9485.4,431.68,58.62,B,0.0014,0.2,0.06
7,Summer,30.7,4,23.0,Owned,14109.9,598.71,78.92,C,0.001,0.14,0.07
6,Summer,23.9,4,25.0,Owned,13826.3,592.82,90.75,B,0.0011,0.16,0.08
6,Summer,26.2,3,26.0,Owned,11037.5,484.52,71.61,B,0.0011,0.13,0.07
8,Summer,25.6,4,19.0,Rented,12269.0,821.46,85.2,B,0.0015,0.13,0.05
7,Summer,30.1,5,26.0,Rented,17546.9,457.75,102.03,A,0.001,0.19,0.07
1,Winter,9.5,2,17.0,Rented,6087.1,195.88,89.29,A,0.0014,0.12,0.06
2,Winter,11.5,5,27.0,Rented,15443.3,1019.72,229.96,A,0.0013,0.15,0.07
1,Winter,11.5,5,28.0,Owned,18133.4,663.55,208.18,A,0.0014,0.16,0.08
1,Winter,9.8,2,24.0,Owned,7053.5,335.84,78.72,B,0.0016,0.13,0.07
2,Winter,6.2,3,25.0,Rented,8586.7,280.78,106.35,B,0.0017,0.15,0.09
6,Summer,29.1,5,24.0,Rented,17117.9,546.98,98.1,B,0.0013,0.15,0.09
8,Summer,29.1,2,26.0,Owned,6595.9,452.28,41.38,C,0.0012,0.14,0.09
2,Winter,10.8,1,25.0,Owned,3176.1,134.35,44.75,D,0.0015,0.18,0.06
7,Summer,29.4,3,25.0,Owned,9900.4,537.16,68.4,B,0.0014,0.17,0.09
12,Winter,12.2,4,24.0,Rented,13454.0,846.48,163.57,D,0.0019,0.17,0.06
12,Winter,10.9,6,24.0,Rented,18428.3,940.11,233.5,B,0.001,0.17,0.1
12,Winter,10.7,3,22.0,Rented,7776.2,516.51,101.66,D,0.001,0.14,0.08
12,Winter,12.5,6,21.0,Rented,17346.6,592.78,221.99,B,0.0018,0.12,0.06
12,Winter,7.9,4,26.0,Owned,13615.0,721.89,175.69,C,0.0018,0.16,0.08
2,Winter,11.0,2,18.0,Rented,6374.5,276.88,78.66,A,0.002,0.14,0.09
1,Winter,9.4,1,27.0,Owned,2846.7,156.61,42.53,C,0.0014,0.16,0.08
6,Summer,27.2,5,25.0,Rented,12876.1,1091.46,110.07,A,0.0014,0.14,0.08
12,Winter,11.4,4,23.0,Rented,13768.2,339.59,139.07,B,0.0015,0.19,0.06
12,Winter,9.9,4,25.0,Rented,9615.8,703.63,140.36,D,0.0013,0.17,0.08
2,Winter,8.8,4,26.0,Rented,12162.6,473.92,144.99,B,0.0013,0.16,0.1
12,Winter,10.5,4,22.0,Rented,14098.3,1157.16,158.49,E,0.0014,0.19,0.05
1,Winter,6.7,1,20.0,Owned,2814.9,102.61,36.81,A,0.0018,0.12,0.07
8,Summer,24.5,1,21.0,Owned,2425.9,180.55,21.33,B,0.0018,0.15,0.08
1,Winter,7.0,4,21.0,Owned,13415.0,389.32,125.21,A,0.002,0.19,0.06
1,Winter,9.6,5,26.0,Owned,17478.7,854.13,208.71,B,0.0012,0.16,0.06
1,Winter,6.9,3,24.0,Owned,6333.5,688.67,124.27,E,0.001,0.14,0.07
12,Winter,10.8,6,19.0,Rented,20997.6,662.17,241.07,A,0.0011,0.13,0.06
1,Winter,6.9,6,18.0,Rented,15891.8,703.86,223.07,B,0.0019,0.18,0.06
7,Summer,29.1,4,27.0,Rented,12570.0,868.21,74.58,C,0.0017,0.13,0.07
8,Summer,31.7,1,26.0,Owned,3517.2,196.99,21.49,B,0.0017,0.19,0.09
8,Summer,28.6,4,24.0,Owned,13501.8,532.24,66.37,B,0.0011,0.13,0.09
1,Winter,14.3,4,27.0,Rented,11160.8,696.16,167.76,D,0.0014,0.12,0.08
7,Summer,29.6,5,19.0,Rented,16696.2,647.07,92.39,A,0.0014,0.13,0.05
8,Summer,28.6,5,28.0,Rented,16037.2,1212.15,99.11,B,0.0018,0.17,0.07
6,Summer,25.5,4,28.0,Owned,13310.4,519.28,90.48,C,0.0014,0.19,0.08
12,Winter,11.7,5,22.0,Owned,18235.1,640.16,194.73,A,0.0017,0.2,0.07
2,Winter,12.2,1,27.0,Rented,2359.9,201.42,38.75,D,0.002,0.15,0.07
1,Winter,8.3,5,24.0,Rented,12746.0,717.51,226.03,B,0.0016,0.18,0.08
6,Summer,26.4,5,26.0,Owned,16883.5,993.5,101.26,A,0.0018,0.15,0.09
12,Winter,8.4,2,26.0,Rented,6439.1,293.77,82.03,A,0.0015,0.15,0.07
12,Winter,5.7,1,24.0,Rented,3249.1,165.01,40.75,C,0.001,0.17,0.07
8,Summer,25.5,4,21.0,Owned,15464.3,345.0,87.48,B,0.0017,0.17,0.09
6,Summer,26.4,2,26.0,Rented,6576.5,294.77,41.3,B,0.0012,0.17,0.06
12,Winter,8.3,2,22.0,Rented,5626.5,267.63,88.06,A,0.001,0.19,0.07
12,Winter,9.3,2,25.0,Rented,4428.0,303.57,76.13,D,0.0015,0.13,0.07
2,Winter,9.3,3,28.0,Rented,9177.0,412.36,106.14,A,0.0015,0.14,0.05
12,Winter,13.9,5,25.0,Rented,16699.7,883.86,47.16,C,0.0015,0.14,0.07
6,Summer,30.4,1,28.0,Rented,3376.3,192.78,21.6,B,0.002,0.18,0.08
2,Winter,13.2,6,24.0,Rented,20033.4,716.6,253.35,B,0.0016,0.13,0.1
6,Summer,27.5,1,23.0,Owned,3056.0,185.0,23.77,D,0.0012,0.19,0.05
2,Winter,10.2,6,19.0,Rented,20072.5,942.12,283.78,B,0.0013,0.15,0.06
2,Winter,12.8,2,28.0,Rented,6183.8,162.55,72.39,B,0.0014,0.17,0.1
1,Winter,7.9,4,24.0,Rented,10397.2,588.64,186.67,D,0.002,0.14,0.05
1,Winter,5.8,1,27.0,Rented,3065.0,177.53,39.98,C,0.0019,0.16,0.05
7,Summer,30.1,4,26.0,Rented,12169.8,705.58,73.09,A,0.0018,0.13,0.06
2,Winter,11.5,1,28.0,Rented,3462.6,135.16,40.39,A,0.0015,0.15,0.08
8,Summer,25.7,6,21.0,Rented,16917.1,963.18,130.76,B,0.0015,0.12,0.1
12,Winter,10.0,6,24.0,Owned,17917.6,1432.05,227.56,D,0.0019,0.14,0.1
8,Summer,27.1,2,25.0,Owned,6106.8,546.83,42.8,D,0.0017,0.16,0.1
2,Winter,8.2,5,24.0,Rented,14677.2,781.47,235.52,B,0.0017,0.14,0.06
1,Winter,10.8,6,26.0,Rented,17104.8,953.77,218.09,B,0.0014,0.15,0.09
7,Summer,31.7,6,23.0,Owned,18095.5,1521.65,122.93,C,0.0018,0.19,0.05
12,Winter,7.0,5,22.0,Owned,16006.6,1086.69,206.03,B,0.0018,0.19,0.09
6,Summer,27.7,2,22.0,Owned,6518.4,266.28,50.27,C,0.0016,0.12,0.06
1,Winter,8.0,3,28.0,Rented,9773.6,446.32,130.56,D,0.002,0.19,0.09
12,Winter,8.8,2,21.0,Rented,6522.6,352.23,83.61,D,0.0018,0.19,0.06
12,Winter,9.8,6,23.0,Owned,18650.6,1177.33,228.62,C,0.0016,0.13,0.08
12,Winter,13.0,4,23.0,Owned,12396.1,846.92,75.94,E,0.0015,0.18,0.06
8,Summer,27.2,3,25.0,Rented,8840.6,663.59,54.39,B,0.0019,0.13,0.07
2,Winter,10.1,5,26.0,Owned,16370.4,857.19,181.42,C,0.0018,0.12,0.09
2,Winter,14.9,2,28.0,Rented,6846.7,544.64,78.11,D,0.0018,0.14,0.07
12,Winter,8.4,6,18.0,Owned,24611.3,675.74,231.04,C,0.0011,0.2,0.06
12,Winter,12.3,3,28.0,Rented,8873.4,318.74,136.29,A,0.0013,0.13,0.09
12,Winter,10.6,4,24.0,Rented,11704.7,558.06,138.0,D,0.0015,0.19,0.06
1,Winter,10.4,6,26.0,Rented,19885.0,641.78,233.69,B,0.0011,0.13,0.09
12,Winter,9.8,2,21.0,Rented,5428.6,196.78,80.97,A,0.002,0.17,0.07
7,Summer,28.9,5,28.0,Rented,12977.6,485.32,87.75,A,0.0012,0.17,0.06
2,Winter,11.5,2,21.0,Rented,5833.2,348.45,80.26,A,0.0011,0.19,0.06
7,Summer,27.9,5,21.0,Rented,15206.6,913.7,92.89,A,0.0015,0.17,0.09
2,Winter,9.7,1,25.0,Rented,3271.2,176.08,37.51,B,0.0013,0.19,0.08
7,Summer,29.0,2,23.0,Owned,7004.8,304.47,40.64,C,0.0019,0.18,0.08
8,Summer,29.2,4,23.0,Rented,12071.9,778.89,92.35,C,0.0013,0.16,0.08
12,Winter,11.3,1,25.0,Rented,3308.6,137.32,39.85,C,0.0011,0.16,0.07
2,Winter,11.2,1,23.0,Rented,3379.6,170.02,38.86,C,0.0013,0.18,0.09
12,Winter,11.6,5,26.0,Owned,13340.8,758.1,218.34,B,0.001,0.17,0.07
2,Winter,11.6,5,28.0,Rented,15212.5,658.31,201.3,B,0.0016,0.14,0.07
2,Winter,12.2,2,22.0,Rented,7194.8,339.09,71.77,A,0.0013,0.16,0.07
7,Summer,32.0,2,16.0,Owned,6334.7,415.82,41.74,B,0.0017,0.16,0.06
8,Summer,30.4,3,23.0,Rented,10627.6,362.34,60.49,C,0.0014,0.16,0.06
1,Winter,6.4,4,27.0,Rented,11514.0,467.93,143.9,C,0.002,0.14,0.06
12,Winter,7.0,4,18.0,Rented,12511.9,556.4,169.1,A,0.0019,0.2,0.07
7,Summer,26.9,3,22.0,Rented,8294.4,422.99,60.95,B,0.0011,0.17,0.06
2,Winter,13.4,4,26.0,Rented,12533.4,690.98,139.41,A,0.0017,0.13,0.09
2,Winter,12.3,6,21.0,Owned,19551.5,535.5,239.5,C,0.0012,0.14,0.09
12,Winter,9.4,6,21.0,Rented,18968.7,878.13,273.62,B,0.0016,0.13,0.07
8,Summer,26.4,1,22.0,Owned,3090.0,143.05,20.71,C,0.0018,0.18,0.05
7,Summer,26.1,3,20.0,Owned,9044.5,469.0,60.63,B,0.0017,0.13,0.09
7,Summer,28.7,2,24.0,Rented,6738.6,385.94,43.38,B,0.0019,0.13,0.05
8,Summer,25.5,2,23.0,Rented,6562.9,284.7,39.7,A,0.0014,0.17,0.08
1,Winter,5.3,4,28.0,Rented,11829.4,875.15,53.7,D,0.0016,0.16,0.07
7,Summer,32.2,1,28.0,Owned,3562.7,168.49,17.97,D,0.0012,0.17,0.07
7,Summer,25.5,1,22.0,Rented,3027.8,120.4,20.39,B,0.0018,0.18,0.09
7,Summer,28.9,2,21.0,Rented,6066.1,383.1,39.68,B,0.0017,0.18,0.07
12,Winter,10.3,4,16.0,Owned,13564.4,698.17,162.17,B,0.0019,0.17,0.06
7,Summer,30.1,4,25.0,Rented,12197.7,529.8,70.91,A,0.0014,0.18,0.05
1,Winter,10.4,2,24.0,Owned,5917.8,306.32,76.98,B,0.0015,0.13,0.07
8,Summer,26.5,4,26.0,Rented,12910.6,629.67,88.52,D,0.0011,0.18,0.08
2,Winter,9.6,4,22.0,Rented,12555.3,590.52,144.36,B,0.0011,0.16,0.07
2,Winter,13.3,6,26.0,Rented,18637.1,767.68,245.31,D,0.0017,0.2,0.08
2,Winter,15.2,3,22.0,Owned,10140.0,325.34,134.42,A,0.0015,0.19,0.09
6,Summer,28.8,2,22.0,Owned,7267.4,478.06,40.22,C,0.0017,0.19,0.05
2,Winter,14.0,5,24.0,Owned,14204.8,417.03,203.55,D,0.0017,0.13,0.08
12,Winter,10.3,1,25.0,Rented,2675.2,171.18,36.65,D,0.0012,0.17,0.08
1,Winter,8.3,6,22.0,Rented,19923.9,438.75,252.81,B,0.0015,0.14,0.08
7,Summer,33.5,5,18.0,Rented,17367.3,1053.83,102.69,C,0.0014,0.16,0.07
6,Summer,31.0,2,25.0,Owned,7037.9,222.79,42.3,A,0.0013,0.18,0.05
2,Winter,9.0,5,22.0,Rented,16362.1,930.18,50.77,B,0.0016,0.13,0.09
12,Winter,9.8,2,25.0,Rented,7335.7,296.24,70.94,B,0.0016,0.16,0.1
